BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199504,16,1615,199504,16,1615,,10341021,"OKLAHOMA",40,1995,"April","Hail","C",113,"OSAGE",,"16-APR-95 16:15:00","CST","16-APR-95 16:15:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Hominy",,,,,,,,,"","CSV"
199504,16,1650,199504,16,1650,,10341022,"OKLAHOMA",40,1995,"April","Tornado","C",113,"OSAGE",,"16-APR-95 16:50:00","CST","16-APR-95 16:50:00","0","0","0","0","5K","0",,"0",,,,"F0",".2","50",,,,,,"E","Avant",,,,"36.48","-96.05",,,,"","CSV"
199504,16,1835,199504,16,1835,,10341023,"OKLAHOMA",40,1995,"April","Hail","C",113,"OSAGE",,"16-APR-95 18:35:00","CST","16-APR-95 18:35:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Osage",,,,,,,,,"","CSV"
199507,3,15,199507,3,15,,10341074,"OKLAHOMA",40,1995,"July","Thunderstorm Wind","C",113,"OSAGE",,"03-JUL-95 00:15:00","CST","03-JUL-95 00:15:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,"NE","Bowring",,,,,,,,,"","CSV"
199507,8,2115,199507,8,2115,,10341075,"OKLAHOMA",40,1995,"July","Thunderstorm Wind","C",113,"OSAGE",,"08-JUL-95 21:15:00","CST","08-JUL-95 21:15:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Burbank",,,,,,,,,"","CSV"
199506,8,1330,199506,8,1330,,10341076,"OKLAHOMA",40,1995,"June","Thunderstorm Wind","C",115,"OTTAWA",,"08-JUN-95 13:30:00","CST","08-JUN-95 13:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,"E","Miami",,,,,,,,,"","CSV"
199506,8,1330,199506,8,1330,,10341077,"OKLAHOMA",40,1995,"June","Thunderstorm Wind","C",115,"OTTAWA",,"08-JUN-95 13:30:00","CST","08-JUN-95 13:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,"E","Ottawa",,,,,,,,,"","CSV"
199506,8,1425,199506,8,1425,,10341078,"OKLAHOMA",40,1995,"June","Hail","C",115,"OTTAWA",,"08-JUN-95 14:25:00","CST","08-JUN-95 14:25:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Miami",,,,,,,,,"","CSV"
199506,9,2305,199506,9,2305,,10341079,"OKLAHOMA",40,1995,"June","Thunderstorm Wind","C",115,"OTTAWA",,"09-JUN-95 23:05:00","CST","09-JUN-95 23:05:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Miami",,,,,,,,,"","CSV"
199503,18,1235,199503,18,1250,,10318047,"FLORIDA",12,1995,"March","Hail","C",11,"BROWARD",,"18-MAR-95 12:35:00","EST","18-MAR-95 12:50:00","1","0","0","0","0","0",,"2.00",,,,,"0","0",,,,,,,"E Part",,,,,,,,,"Dime to two inch diameter hail was reported along a narrow track from Davie to Ft. Lauderdale to Dania.  A T.V. cameraman was slightly injured while filming the hail.","CSV"
199505,22,1650,199505,22,1650,,10324545,"KANSAS",20,1995,"May","Hail","C",173,"SEDGWICK",,"22-MAY-95 16:50:00","CST","22-MAY-95 16:50:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Cheney Lake",,,,,,,,,"","CSV"
199505,22,1757,199505,22,1757,,10324546,"KANSAS",20,1995,"May","Hail","C",173,"SEDGWICK",,"22-MAY-95 17:57:00","CST","22-MAY-95 17:57:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Mount Hope",,,,,,,,,"","CSV"
199505,22,1805,199505,22,1805,,10324547,"KANSAS",20,1995,"May","Tornado","C",173,"SEDGWICK",,"22-MAY-95 18:05:00","CST","22-MAY-95 18:05:00","0","0","0","0","0","0",,"0",,,,"F0",".1","20",,,,,,"N","Bentley",,,,,,,,,"Brief tornado touched down on Sedgwick and Harvey County lines.","CSV"
199505,7,1220,199505,7,1220,,10324550,"KANSAS",20,1995,"May","Thunderstorm Wind","C",175,"SEWARD",,"07-MAY-95 12:20:00","CDT","07-MAY-95 12:20:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,"N","4 W Liberal",,,,,,,,,"Six to eight inches tree branches down, also dime size-hail.","CSV"
199505,7,1345,199505,7,1345,,10324551,"KANSAS",20,1995,"May","Hail","C",175,"SEWARD",,"07-MAY-95 13:45:00","CDT","07-MAY-95 13:45:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"W","5 N Liberal",,,,,,,,,"","CSV"
199508,13,1820,199508,13,1840,,10327997,"MICHIGAN",26,1995,"August","Thunderstorm Wind","C",91,"LENAWEE",,"13-AUG-95 18:20:00","EST","13-AUG-95 18:40:00","0","0","0","0","0K","5K",,"0",,,,,"0","0",,,,,,,"Rome Center",,,,,,,,,"Trees and powerlines were blown down. In Adrian, 4,400 customers were without power after the storm.  Lightning ignited a fire that damaged the roof of an apartment building in Adrian.  A spotter reported large amounts of corn crop damage.  The roof was blown off of a silo in Blissfield.","CSV"
199504,10,1538,199504,10,1540,,10328287,"LOUISIANA",22,1995,"April","Hail","C",17,"CADDO",,"10-APR-95 15:38:00","CST","10-APR-95 15:40:00","0","0","0","0","0","0",,"2.00",,,,,"0","0",,,,,,,"Vivian",,,,,,,,,"","CSV"
199504,20,1355,199504,20,1355,,10328288,"LOUISIANA",22,1995,"April","Hail","C",17,"CADDO",,"20-APR-95 13:55:00","CST","20-APR-95 13:55:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Shreveport",,,,,,,,,"","CSV"
199503,7,1230,199503,7,1230,,10328000,"LOUISIANA",22,1995,"March","Thunderstorm Wind","C",51,"JEFFERSON",,"07-MAR-95 12:30:00","CST","07-MAR-95 12:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Marrero",,,,,,,,,"Power lines were downed and house roofs damaged. Numerous reports of marble size hail was reported across Jefferson Parish.","CSV"
199504,10,1955,199504,10,1955,,10328001,"LOUISIANA",22,1995,"April","Hail","C",51,"JEFFERSON",,"10-APR-95 19:55:00","CST","10-APR-95 19:55:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Metairie",,,,,,,,,"A Natinal Weather Service employee reported golfball size hail. Other reports of nickel and marble size hail were received.","CSV"
199505,11,1545,199505,11,1545,,10328002,"LOUISIANA",22,1995,"May","Thunderstorm Wind","C",51,"JEFFERSON",,"11-MAY-95 15:45:00","CST","11-MAY-95 15:45:00","0","0","0","0","0","0",,"60",,,,,"0","0",,,,,,,"Grand Isle",,,,,,,,,"Wind gusts to 69 mph were recorded at City Hall at Grand Isle.","CSV"
199503,20,2015,199503,20,2015,,10314343,"ALABAMA",1,1995,"March","Thunderstorm Wind","C",79,"LAWRENCE",,"20-MAR-95 20:15:00","CST","20-MAR-95 20:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,"W","Decatur",,,,,,,,,"Thunderstorm winds downed trees about 15 miles west of Decatur.","CSV"
199504,20,1615,199504,20,1615,,10314344,"ALABAMA",1,1995,"April","Hail","C",79,"LAWRENCE",,"20-APR-95 16:15:00","CST","20-APR-95 16:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,,,"SSE","Moulton",,,,,,"Emergency management reported three-quarter inch hail one mile east of Wren.","CSV"
199504,20,1947,199504,20,1947,,10314345,"ALABAMA",1,1995,"April","Thunderstorm Wind","C",79,"LAWRENCE",,"20-APR-95 19:47:00","CST","20-APR-95 19:47:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Hatton",,,,,,,,,"Emergency management reported large trees blown down at Hatton and 60 mph wind at Wheeler.","CSV"
199506,6,1520,199506,6,1520,,10317296,"ARKANSAS",5,1995,"June","Hail","C",111,"POINSETT",,"06-JUN-95 15:20:00","CST","06-JUN-95 15:20:00","0","0","0","0",".1K","0",,".75",,,,,"0","0",,,,,,,"Harrisburg",,,,,,,,,"Several large tree limbs were knocked down.","CSV"
199506,6,1520,199506,6,1520,,10317297,"ARKANSAS",5,1995,"June","Thunderstorm Wind","C",111,"POINSETT",,"06-JUN-95 15:20:00","CST","06-JUN-95 15:20:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Harrisburg",,,,,,,,,"Several large tree limbs were knocked down.","CSV"
199507,5,30,199507,5,30,,10317298,"ARKANSAS",5,1995,"July","Thunderstorm Wind","C",111,"POINSETT",,"05-JUL-95 00:30:00","CST","05-JUL-95 00:30:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,,,"Harrisburg",,,,,,,,,"A few power lines were blown down.","CSV"
199507,25,1615,199507,25,1615,,10317299,"ARKANSAS",5,1995,"July","Hail","C",125,"SALINE",,"25-JUL-95 16:15:00","CST","25-JUL-95 16:15:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"East End",,,,,,,,,"","CSV"
199507,26,330,199507,26,330,,10317300,"ARKANSAS",5,1995,"July","Thunderstorm Wind","C",125,"SALINE",,"26-JUL-95 03:30:00","CST","26-JUL-95 03:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Vimy Ridge",,,,,,,,,"Some large tree limbs were knocked down.","CSV"
199510,2,1720,199510,2,1720,,10317301,"ARKANSAS",5,1995,"October","Thunderstorm Wind","C",125,"SALINE",,"02-OCT-95 17:20:00","CST","02-OCT-95 17:20:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,"S","Ferndale",,,,,,,,,"","CSV"
199510,26,1400,199510,26,1400,,10317302,"ARKANSAS",5,1995,"October","Hail","C",125,"SALINE",,"26-OCT-95 14:00:00","CST","26-OCT-95 14:00:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Avilla",,,,,,,,,"","CSV"
199510,26,2300,199510,26,2300,,10317303,"ARKANSAS",5,1995,"October","Thunderstorm Wind","C",125,"SALINE",,"26-OCT-95 23:00:00","CST","26-OCT-95 23:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Nance",,,,,,,,,"Thunderstorm winds downed a few trees.","CSV"
199510,27,22,199510,27,24,,10317304,"ARKANSAS",5,1995,"October","Tornado","C",125,"SALINE",,"27-OCT-95 00:22:00","CST","27-OCT-95 00:24:00","6","0","0","0","0","0",,"0",,,,"F2",".5","50",,,,,,,"Sardis",,,,"34.53","-92.40",,,,"An F2 tornado touched down in the Sardis community and traveled approximately one-half mile before lifting.  Several mobile homes were flipped over by the tornado. Altogether, six people residing in the mobile homes received minor injuries.  Numerous trees and power lines were also blown down.  Several outbuildings were also damaged or destroyed.","CSV"
199511,10,2200,199511,10,2200,,10317305,"ARKANSAS",5,1995,"November","Thunderstorm Wind","C",125,"SALINE",,"10-NOV-95 22:00:00","CST","10-NOV-95 22:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Paron",,,,,,,,,"Thunderstorm winds knocked down several trees.","CSV"
199511,10,2225,199511,10,2225,,10317306,"ARKANSAS",5,1995,"November","Hail","C",125,"SALINE",,"10-NOV-95 22:25:00","CST","10-NOV-95 22:25:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Bryant",,,,,,,,,"","CSV"
199511,10,2235,199511,10,2235,,10317307,"ARKANSAS",5,1995,"November","Thunderstorm Wind","C",125,"SALINE",,"10-NOV-95 22:35:00","CST","10-NOV-95 22:35:00","0","0","0","0","0","0",,"61",,,,,"0","0",,,,,,,"Bryant",,,,,,,,,"","CSV"
199511,10,2240,199511,10,2240,,10317308,"ARKANSAS",5,1995,"November","Hail","C",125,"SALINE",,"10-NOV-95 22:40:00","CST","10-NOV-95 22:40:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"E","Bryant",,,,,,,,,"","CSV"
199504,20,1947,199504,20,1947,,10314346,"ALABAMA",1,1995,"April","Thunderstorm Wind","C",79,"LAWRENCE",,"20-APR-95 19:47:00","CST","20-APR-95 19:47:00","0","0","0","0","0","0",,"60",,,,,"0","0",,,,,,,"Wheeler",,,,,,,,,"Emergency management reported large trees blown down at Hatton and 60 mph wind at Wheeler.","CSV"
199507,25,2208,199507,25,2208,,10314347,"ALABAMA",1,1995,"July","Thunderstorm Wind","C",83,"LIMESTONE",,"25-JUL-95 22:08:00","CST","25-JUL-95 22:08:00","0","0","0","0","4K","0",,"0",,,,,"0","0",,,,,,,"Elkmont",,,,,,,,,"Trees were reported down along with a few power lines near Elkmont.","CSV"
199505,24,1924,199505,24,1924,,10345886,"PENNSYLVANIA",42,1995,"May","Thunderstorm Wind","C",79,"LUZERNE",,"24-MAY-95 19:24:00","EST","24-MAY-95 19:24:00","0","0","0","0","0","0",,"56",,,,,"0","0",,,,,,,"Wilkes Barre-Scranton",,,,,,,,,"A wind gust to 64 mph was measured at Wilkes Barre-Scranton Airport in Avoca.","CSV"
199506,14,1450,199506,14,1450,,10345887,"PENNSYLVANIA",42,1995,"June","Hail","C",79,"LUZERNE",,"14-JUN-95 14:50:00","EST","14-JUN-95 14:50:00","0","0","0","0","2K","1K",,"1.00",,,,,"0","0",,,,,,,"Mountain Top",,,,,,,,,"","CSV"
199507,6,1630,199507,6,1630,,10345888,"PENNSYLVANIA",42,1995,"July","Thunderstorm Wind","C",79,"LUZERNE",,"06-JUL-95 16:30:00","EST","06-JUL-95 16:30:00","0","0","0","0","7K","0",,"0",,,,,"0","0",,,,,,,"Dallas",,,,,,,,,"","CSV"
199507,6,1715,199507,6,1725,,10345889,"PENNSYLVANIA",42,1995,"July","Hail","C",79,"LUZERNE",,"06-JUL-95 17:15:00","EST","06-JUL-95 17:25:00","0","0","0","0","1K","0",,".75",,,,,"0","0",,,,,,,"Mountaintop Plymouth",,,,,,,,,"","CSV"
199507,15,1615,199507,15,1625,,10345890,"PENNSYLVANIA",42,1995,"July","Hail","C",79,"LUZERNE",,"15-JUL-95 16:15:00","EST","15-JUL-95 16:25:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Plymouth and Mountain",,,,,,,,,"","CSV"
199507,16,200,199507,16,200,,10345891,"PENNSYLVANIA",42,1995,"July","Thunderstorm Wind","C",79,"LUZERNE",,"16-JUL-95 02:00:00","EST","16-JUL-95 02:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Wilkes-Barre",,,,,,,,,"Thousands were left without power in Wilkes-Barre as a combination of high winds and lightning strikes tore down trees and power lines.","CSV"
199506,28,1448,199506,28,1448,,10346879,"SOUTH CAROLINA",45,1995,"June","Hail","C",75,"ORANGEBURG",,"28-JUN-95 14:48:00","EST","28-JUN-95 14:48:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Branchville",,,,,,,,,"","CSV"
199507,6,1530,199507,6,1530,,10346880,"SOUTH CAROLINA",45,1995,"July","Hail","C",75,"ORANGEBURG",,"06-JUL-95 15:30:00","EST","06-JUL-95 15:30:00","0","0","0","0","0","0",,"1.50",,,,,"0","0",,,,,,,"Bolentown",,,,,,,,,"","CSV"
199505,10,1530,199505,10,1530,,10346881,"SOUTH CAROLINA",45,1995,"May","Thunderstorm Wind","C",69,"MARLBORO",,"10-MAY-95 15:30:00","EST","10-MAY-95 15:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Wallace 2 SE",,,,,,,,,",,,,,,,,,Hail (0.75)","CSV"
199507,6,1620,199507,6,1620,,10346882,"SOUTH CAROLINA",45,1995,"July","Hail","C",75,"ORANGEBURG",,"06-JUL-95 16:20:00","EST","06-JUL-95 16:20:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Elloree",,,,,,,,,"","CSV"
199508,18,1945,199508,18,1945,,10346883,"SOUTH CAROLINA",45,1995,"August","Thunderstorm Wind","C",75,"ORANGEBURG",,"18-AUG-95 19:45:00","EST","18-AUG-95 19:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,"SW","Orangeburg",,,,,,,,,"Trees down, damage to sheds, silo.","CSV"
199504,3,1738,199504,3,1738,,10347588,"TEXAS",48,1995,"April","Hail","C",49,"BROWN",,"03-APR-95 17:38:00","CST","03-APR-95 17:38:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,"S","Cross Cut",,,,,,,,,"","CSV"
199504,3,1811,199504,3,1811,,10347589,"TEXAS",48,1995,"April","Hail","C",49,"BROWN",,"03-APR-95 18:11:00","CST","03-APR-95 18:11:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Cross Cut",,,,,,,,,"","CSV"
199504,17,2015,199504,17,2015,,10347590,"TEXAS",48,1995,"April","Hail","C",49,"BROWN",,"17-APR-95 20:15:00","CST","17-APR-95 20:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Bangs",,,,,,,,,"","CSV"
199504,19,1845,199504,19,1845,,10347591,"TEXAS",48,1995,"April","Hail","C",49,"BROWN",,"19-APR-95 18:45:00","CST","19-APR-95 18:45:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Zephyr",,,,,,,,,"","CSV"
199509,2,1410,199509,2,1500,,10320878,"IDAHO",16,1995,"September","Hail","C",23,"BUTTE",,"02-SEP-95 14:10:00","MST","02-SEP-95 15:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Arco",,,,,,,,,"Thunderstorms in southeastern Idaho produced hail in Bingham,  Butte, and Bannock Counties.","CSV"
199506,20,1800,199506,20,1800,,10320660,"ILLINOIS",17,1995,"June","Thunderstorm Wind","C",19,"CHAMPAIGN",,"20-JUN-95 18:00:00","CST","20-JUN-95 18:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Bondville",,,,,,,,,"Thunderstorm winds blew the roof off of a structure and into an electrical substation, knocking out power temporarily to the surrounding area.  No damage estimate was available.","CSV"
199505,14,220,199505,14,220,,10320664,"ILLINOIS",17,1995,"May","Hail","C",59,"GALLATIN",,"14-MAY-95 02:20:00","CST","14-MAY-95 02:20:00","0","0","0","0","1K","0",,".75",,,,,"0","0",,,,,,,"Shawneetown",,,,,,,,,"","CSV"
199505,17,51,199505,17,51,,10347661,"TEXAS",48,1995,"May","Hail","C",69,"CASTRO",,"17-MAY-95 00:51:00","CST","17-MAY-95 00:51:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Nazareth",,,,,,,,,"","CSV"
199505,26,1430,199505,26,1430,,10347662,"TEXAS",48,1995,"May","Hail","C",69,"CASTRO",,"26-MAY-95 14:30:00","CST","26-MAY-95 14:30:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Dimmitt",,,,,,,,,"","CSV"
199505,26,1433,199505,26,1433,,10347663,"TEXAS",48,1995,"May","Tornado","C",69,"CASTRO",,"26-MAY-95 14:33:00","CST","26-MAY-95 14:33:00","0","0","0","0","0","0",,"0",,,,"F0",".1","20",,,,,,"W","Dimmitt",,,,"34.55","-102.38",,,,"","CSV"
199505,26,1450,199505,26,1450,,10347664,"TEXAS",48,1995,"May","Thunderstorm Wind","C",69,"CASTRO",,"26-MAY-95 14:50:00","CST","26-MAY-95 14:50:00","0","0","0","0","30K","0",,"0",,,,,"0","0",,,,,,,"Hart",,,,,,,,,"","CSV"
199505,18,1425,199505,18,1425,,10322912,"ILLINOIS",17,1995,"May","Tornado","C",185,"WABASH",,"18-MAY-95 14:25:00","CST","18-MAY-95 14:25:00","0","0","0","0","50K","0",,"0",,,,"F1",".5","50",,,,,,"N","Mt Carmel",,,,"38.47","-87.77",,,,"A brief tornado touchdown produced minor damage to three homes just north of Mt. Carmel along Highway 1. Elsewhere across the county several trees and power lines were blown down by straight- * Wayne County  Fairfield,24,1345CST,,,0,0,1K,0,Hail (0.75)","CSV"
199505,13,1550,199505,13,1550,,10322913,"ILLINOIS",17,1995,"May","Hail","C",187,"WARREN",,"13-MAY-95 15:50:00","CST","13-MAY-95 15:50:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"N","Roseville",,,,,,,,,"","CSV"
199505,27,1725,199505,27,1725,,10322914,"ILLINOIS",17,1995,"May","Tornado","C",187,"WARREN",,"27-MAY-95 17:25:00","CST","27-MAY-95 17:25:00","0","0","0","0","5K","0",,"0",,,,"F0",".1","50",,,,,,"S","Little York",,,,"41.00","-90.75",,,,"A brief tornado touchdown tossed one grain bin off its foundation striking power lines.  Tree damage was also reported.","CSV"
199507,25,1918,199507,25,1918,,10323187,"KANSAS",20,1995,"July","Thunderstorm Wind","C",9,"BARTON",,"25-JUL-95 19:18:00","CST","25-JUL-95 19:18:00","0","0","0","0","0","0",,"60",,,,,"0","0",,,,,,"N","Plevna",,,,,,,,,"","CSV"
199506,21,1831,199506,21,1831,,10322709,"ILLINOIS",17,1995,"June","Thunderstorm Wind","C",113,"MCLEAN",,"21-JUN-95 18:31:00","CST","21-JUN-95 18:31:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Bloomington",,,,,,,,,"Numerous tree limbs and power lines were blown down with some minor damage to a few roofs.","CSV"
199505,13,2135,199505,13,2135,,10322920,"ILLINOIS",17,1995,"May","Hail","C",189,"WASHINGTON",,"13-MAY-95 21:35:00","CST","13-MAY-95 21:35:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Lively Grove",,,,,,,,,"Reported by the county sheriff's department and SKYWARN spotters.","CSV"
199506,28,1915,199506,28,1915,,10346828,"SOUTH CAROLINA",45,1995,"June","Thunderstorm Wind","C",71,"NEWBERRY",,"28-JUN-95 19:15:00","EST","28-JUN-95 19:15:00","0","0","0","0","5K","0",,"0",,,,,"0","0",,,,,,,"Belfort&Newberry",,,,,,,,,"Trees and power lines down in Newberry and Belfort.","CSV"
199501,6,745,199501,6,745,,10327338,"LOUISIANA",22,1995,"January","Thunderstorm Wind","C",79,"RAPIDES",,"06-JAN-95 07:45:00","CST","06-JAN-95 07:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Glenmora",,,,,,,,,"Trees and power lines downed.","CSV"
199501,6,919,199501,6,919,,10327339,"LOUISIANA",22,1995,"January","Thunderstorm Wind","C",79,"RAPIDES",,"06-JAN-95 09:19:00","CST","06-JAN-95 09:19:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,,,,"Alexandria",,,,,,"Tree blown down.","CSV"
199501,6,925,199501,6,925,,10327340,"LOUISIANA",22,1995,"January","Thunderstorm Wind","C",79,"RAPIDES",,"06-JAN-95 09:25:00","CST","06-JAN-95 09:25:00","0","0","0","0",".3K","0",,"0",,,,,"0","0",,,,,,,"Ball",,,,,,,,,"Carport roof damaged.","CSV"
199501,6,930,199501,6,930,,10327341,"LOUISIANA",22,1995,"January","Thunderstorm Wind","C",79,"RAPIDES",,"06-JAN-95 09:30:00","CST","06-JAN-95 09:30:00","0","0","0","0",".2K","0",,"0",,,,,"0","0",,,,,,,"Ball",,,,,,,,,"Mobile home roof damaged and tree downed.","CSV"
199501,6,953,199501,6,953,,10327342,"LOUISIANA",22,1995,"January","Thunderstorm Wind","C",79,"RAPIDES",,"06-JAN-95 09:53:00","CST","06-JAN-95 09:53:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Plainville",,,,,,,,,"Three trees downed.","CSV"
199501,18,1355,199501,18,1405,,10327343,"LOUISIANA",22,1995,"January","Tornado","C",79,"RAPIDES",,"18-JAN-95 13:55:00","CST","18-JAN-95 14:05:00","1","0","0","0","0","0",,"0",,,,"F1","5","20",,,,,,,"Woodworth to",,"SE","Alexandria","31.15","-92.50","31.20","-92.35",,"A tornado shifted a building causing a gas leak two miles northeast of Woodworth.  A woman was injured, her house and four mobile homes were damaged in Lamourie.  Several sheds were damaged at a Louisiana State University research facility at Alexandria.","CSV"
199501,27,1715,199501,27,1715,,10327344,"LOUISIANA",22,1995,"January","Hail","C",79,"RAPIDES",,"27-JAN-95 17:15:00","CST","27-JAN-95 17:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"W","Gardner",,,,,,,,,"C.D. director reported dime-size hail.  Marble-size hail reported near Sieper.","CSV"
199502,16,2015,199502,16,2015,,10327345,"LOUISIANA",22,1995,"February","Hail","C",79,"RAPIDES",,"16-FEB-95 20:15:00","CST","16-FEB-95 20:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Deville",,,,,,,,,"Dime-size hail reported by the public.","CSV"
199506,26,1245,199506,26,1245,,10335178,"MISSOURI",29,1995,"June","Thunderstorm Wind","C",189,"ST. LOUIS",,"26-JUN-95 12:45:00","CST","26-JUN-95 12:45:00","0","0","0","0",".8K","0",,"0",,,,,"0","0",,,,,,,"Bridgeton",,,,,,,,,"Downburst winds damaged numerous roofs and toppled large trees in suburbs surrounding Lambert Field.  Damage was very localized and accompanied by very heavy rain.","CSV"
199506,26,1250,199506,26,1250,,10335179,"MISSOURI",29,1995,"June","Thunderstorm Wind","C",189,"ST. LOUIS",,"26-JUN-95 12:50:00","CST","26-JUN-95 12:50:00","0","0","0","0","2.7K","0",,"0",,,,,"0","0",,,,,,,"Overland",,,,,,,,,"Downburst winds damaged numerous roofs and toppled large trees in suburbs surrounding Lambert Field.  Damage was very localized and accompanied by very heavy rain.","CSV"
199506,26,1252,199506,26,1252,,10335180,"MISSOURI",29,1995,"June","Thunderstorm Wind","C",189,"ST. LOUIS",,"26-JUN-95 12:52:00","CST","26-JUN-95 12:52:00","0","0","0","0","4.5K","0",,"0",,,,,"0","0",,,,,,,"St. Ann",,,,,,,,,"Downburst winds damaged numerous roofs and toppled large trees in suburbs surrounding Lambert Field.  Damage was very localized and accompanied by very heavy rain.","CSV"
199507,22,1045,199507,22,1045,,10335181,"MISSOURI",29,1995,"July","Thunderstorm Wind","C",189,"ST. LOUIS",,"22-JUL-95 10:45:00","CST","22-JUL-95 10:45:00","0","0","0","0",".2K","0",,"0",,,,,"0","0",,,,,,"E","Chesterfield",,,,,,,,,"Power lines and poles were blown down.","CSV"
199507,22,1100,199507,22,1100,,10335182,"MISSOURI",29,1995,"July","Thunderstorm Wind","C",189,"ST. LOUIS",,"22-JUL-95 11:00:00","CST","22-JUL-95 11:00:00","0","0","0","0",".3K","0",,"0",,,,,"0","0",,,,,,,"St.Louis City",,,,,,,,,"Large trees were blown down along stretches of Riverside Drive and highways across southern parts of the city.  Strong winds lasted for 10 minutes.","CSV"
199510,26,2243,199510,26,2243,,10335183,"MISSOURI",29,1995,"October","Thunderstorm Wind","C",189,"ST. LOUIS",,"26-OCT-95 22:43:00","CST","26-OCT-95 22:43:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Jennings",,,,,,,,,"St. Louis County Police reported power lines down in Jennings.","CSV"
